,Corporation,SDG(s) ,Source Name,Source,Source Type,Source Date,Source Author,Explicit or Implicit,Notes,Relevant Country
123,Autodesk,12,Autodesk FY2018 Sustainability Report,https://damassets.autodesk.net/content/dam/autodesk/www/sustainability/docs/pdf/autodesk-fy2018-sustainability-report.pdf,PDF,2018,,Explicit,"This source is a goldmine and shows explicit support for SDG 11! Basically, they provide software for engineering and architecture projects. Recognizing the rapid urbanization that is ocurring globally, they've committed their company to envrionmental and urban sustainability. Goal 11 seems to be very important to them and theu focus on the necessity of sustainable, resilient urban growth. ",United States
124,AvePoint,0,,,,,,,It's focused more on promoting and advertising its products.,nan
125,Azavea,11,Reflections from the UN World Data Forum ,https://www.azavea.com/blog/2018/11/09/reflections-from-the-un-world-data-forum/,Blog,"November 9th, 2018",Ross Bernet,Explicit,"This article wasn't so much saying that the company does support these goals, but that they should because they are uniquely positioned to support them. The company focuses on geospatial data, so deforestation and urban growth are of particular relevance to them. ",United States
126,Azavea,13,Reflections from the UN World Data Forum ,https://www.azavea.com/blog/2018/11/09/reflections-from-the-un-world-data-forum/,Blog,"November 9th, 2018",Ross Bernet,Explicit,"This article wasn't so much saying that the company does support these goals, but that they should because they are uniquely positioned to support them. The company focuses on geospatial data, so deforestation and urban growth are of particular relevance to them. ",United States
127,Bitdefender,0,,,,,,,There isn't much about CSR. ,nan
128,Blackbaud,17,Blackbaud Social Responsbility Report,https://campaign.blackbaud.com/docs/librariesprovider5/campaign-docs/2018_blackbaudsocialresponsibilityreport.pdf,CSR Report (PDF),10/23/2018,,Explicit,"""We support SDG 17—to revitalize the global partnership for sustainable development—with the work we do every day through technology innovations, sector research, and valuable partnerships in the social good community.""",Global
129,Blackbaud,11,Blackbaud Social Responsbility Report,https://campaign.blackbaud.com/docs/librariesprovider5/campaign-docs/2018_blackbaudsocialresponsibilityreport.pdf,CSR Report (PDF),10/23/2018,,Implicit,"""We are proud to contribute to cities around the world where our more than 3,400 employees live and
work. We give back to every city we work in through our Blackbaud Community Matters Grants, an
employee-led program that distributes funds to local nonprofits. 2018 recipients of the grant included
organizations from around the world, like Austin Bat Cave in Austin, Football Beyond Borders in
London, Give a Dog A Bone in Glasgow, KYDS in Sydney, Girlventures in San Francisco, and Byte Back
in Washington, DC. In addition, the largest gift in our company’s history was a $1 million gift to the
International African American Museum in Charleston, South Carolina, the home of our headquarters,
which helped the organization reach funding and start the building phase.""",United States
131,Blackbaud,11,Blackbaud Social Responsbility Report,https://campaign.blackbaud.com/docs/librariesprovider5/campaign-docs/2018_blackbaudsocialresponsibilityreport.pdf,CSR Report (PDF),10/23/2018,,Implicit,"""We are proud to contribute to cities around the world where our more than 3,400 employees live and
work. We give back to every city we work in through our Blackbaud Community Matters Grants, an
employee-led program that distributes funds to local nonprofits. 2018 recipients of the grant included
organizations from around the world, like Austin Bat Cave in Austin, Football Beyond Borders in
London, Give a Dog A Bone in Glasgow, KYDS in Sydney, Girlventures in San Francisco, and Byte Back
in Washington, DC. In addition, the largest gift in our company’s history was a $1 million gift to the
International African American Museum in Charleston, South Carolina, the home of our headquarters,
which helped the organization reach funding and start the building phase.""",United Kingdom
132,Bloomerang,0,,,,,,,"The focus of the organization is to help corporations make donations and considering that this does good, I'm not sure that they focus specifically on corporate responsbility. ",nan
133,Box,0,Box.org Birthday Brief,https://cloud.app.box.com/s/xbg8l4ldjvtb9g7ubp9f5yor525rhw57,Brief,,,,"Box.org partners with many non-profits, but it doesn't seem like they do much beyond lending their services to local partners.",nan
134,Bytes of Learning,4,,,,,,Implicit,"It is a very small, education-based organization, so I'll say that they Implicit support SDG 4. ",United States
135,Cisco,1,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
136,Cisco,2,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
137,Cisco,3,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
138,Cisco,4,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
139,Cisco,5,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
140,Cisco,6,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
141,Cisco,7,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
142,Cisco,8,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
143,Cisco,9,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
144,Cisco,11,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
145,Cisco,12,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
146,Cisco,13,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
147,Cisco,14,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
148,Cisco,15,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
149,Cisco,17,CSR Report 2018,https://www.cisco.com/c/dam/assets/csr/pdf/CSR-Report-2018.pdf,CSR Report (PDF),December 2018,,Explicit,"Goldmine! CSR Reports for companies continue to be the best resources for finding explicit support for UN SDGs. They not only show the support, but list donor partners and countries in which they are working with these partners. ""Cisco also recognizes the importance of the UN Sustainable Development Goals (SDGs), a set of global aspirations necessary to shift the world toward greater sustainability and resilience. Our CSR programs and strategies, many of which have been in place for more than a decade, support several of the SDGs. The alignment of Cisco’s programs with the SDGs is highlighted in our UNSDG Index here. Our CSR approach continues to focus on leveraging our technology, people, and partners to advance positive social and environmental impact. ",Global
150,Cisco,11,Cities and Communities,https://www.cisco.com/c/en/us/solutions/industries/smart-connected-communities.html,Webpage,,,Implicit,,nan
151,Cisco,3,Cisco Technology Grant Helps Trek Medics Build Do-It-Yourself 9-1-1 Communications Systems for Disaster-Affected Communities,https://www.trekmedics.org/blog/cisco-grant-for-disasters/,Webpage,"February 5th, 2019",,Implicit,,nan
152,Cisco,3,CSR Partner: Living Goods,https://www.cisco.com/c/en/us/about/csr/community/partners/living-goods-partner.html,Webpage,,,Implicit,,nan
153,CitySoft,0,,,,,,,,nan
154,ClickTime,0,,,,,,,,nan
155,Comodo,0,,,,,,,,nan
156,Connect2give,0,,,,,,,,nan
157,Dell,3,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
158,Dell,4,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
159,Dell,7,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
160,Dell,8,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
161,Dell,9,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
162,Dell,10,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
163,Dell,12,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
164,Dell,13,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
165,Dell,17,Support for SDGs,https://legacyofgood.dell.com/support-sdg.htm,Webpage,,,Explicit,https://legacyofgood.dell.com/communities/revolutionizing-indias-rural-healthcare-through-technology.htm,India
166,Dharma Merchant Services,0,Dharma's Green Chart,https://dharmamerchantservices.com/green-chart/,Webpage,,,Implicit,,nan
167,DocuSign,12,DocuSign Delivers Green by Saving Businesses 837 Tons of Paper and Millions in Greenbacks,https://www.docusign.com/press-releases/docusign-delivers-green-by-saving-businesses-837-tons-of-paper-and-millions-in,Webpage,,,Implicit,Saves paper,Local
168,DocuSign,13,DocuSign Delivers Green by Saving Businesses 837 Tons of Paper and Millions in Greenbacks,https://www.docusign.com/press-releases/docusign-delivers-green-by-saving-businesses-837-tons-of-paper-and-millions-in,Webpage,,,Implicit,Saves paper,Local
169,DonorPerfect,0,,,,,,,,nan
170,Efficient Elements,0,Corporate Social Responsbility,https://www.efficient-elements.com/csr/,Webpage,,,,They're dedicated to supported non-profits,Germany
171,Efficient Elements,0,Corporate Social Responsbility,https://www.efficient-elements.com/csr/,Webpage,,,,They're dedicated to supported non-profits,United States
172,FileMaker,0,,,,,,,,nan
173,Flipcause,0,,,,,,,,nan
174,FlixBus,7,Green Travel with FlixBus,https://www.flixbus.com/company/sustainability,Webpage,,,Implicit,"""At FlixMobility, our goal is to provide green and smart mobility options as alternatives to the private car. Bus travel is one of the eco-friendliest modes of transportation, and at FlixBus we take sustainability to the next level."" ""FlixBus CO2 Compensation Ticket donations are financing atmosfair’s UN-accredited Gold Standard Climate Protection Project Cleaner Cook Stoves in Rwanda."" https://www.atmosfair.de/en/climate-protection-projects/energy_efficiency/rwanda/",Rwanda
175,FlixBus,13,Green Travel with FlixBus,https://www.flixbus.com/company/sustainability,Webpage,,,Implicit,"""At FlixMobility, our goal is to provide green and smart mobility options as alternatives to the private car. Bus travel is one of the eco-friendliest modes of transportation, and at FlixBus we take sustainability to the next level."" ""FlixBus CO2 Compensation Ticket donations are financing atmosfair’s UN-accredited Gold Standard Climate Protection Project Cleaner Cook Stoves in Rwanda."" https://www.atmosfair.de/en/climate-protection-projects/energy_efficiency/rwanda/",Rwanda
176,FlixBus,15,Green Travel with FlixBus,https://www.flixbus.com/company/sustainability,Webpage,,,Implicit,"""At FlixMobility, our goal is to provide green and smart mobility options as alternatives to the private car. Bus travel is one of the eco-friendliest modes of transportation, and at FlixBus we take sustainability to the next level."" ""FlixBus CO2 Compensation Ticket donations are financing atmosfair’s UN-accredited Gold Standard Climate Protection Project Cleaner Cook Stoves in Rwanda."" https://www.atmosfair.de/en/climate-protection-projects/energy_efficiency/rwanda/",Rwanda
177,GrantStation,0,,,,,,,"Small, commerical company",nan
178,Headsets.com,0,,,,,,,"Small, commerical company",nan
179,Horizon DataSys,0,,,,,,,"Small, commerical company",nan
180,HP Inc.,4,"HP Commits to Educate 100,000 Across Africa in the Next Three Years, Opens HP LIFE Center for Entrepreneurship in South Africa",http://www.csrwire.com/press_releases/41593-HP-Commits-to-Educate-100-000-Across-Africa-in-the-Next-Three-Years-Opens-HP-LIFE-Center-for-Entrepreneurship-in-South-Africa,Press Release,12/3/2018,,Implicit,,South Africa
181,HP Inc.,4,"HP, the Clooney Foundation for Justice, UNICEF and Google.org Shine Spotlight on Education",http://www.csrwire.com/press_releases/41447-HP-the-Clooney-Foundation-for-Justice-UNICEF-and-Google-org-Shine-Spotlight-on-Education,Press Release,"October 11, 2018",,Implicit,,Lebanon
182,HP Inc.,5,"HP, the Clooney Foundation for Justice, UNICEF and Google.org Shine Spotlight on Education",http://www.csrwire.com/press_releases/41447-HP-the-Clooney-Foundation-for-Justice-UNICEF-and-Google-org-Shine-Spotlight-on-Education,Press Release,"October 11, 2018",,Implicit,,Lebanon
183,HP Inc.,4,HP and Girl Rising Celebrate International Day of the Girl with 12 Stories of Empowerment from Around the Glo,http://www.csrwire.com/press_releases/41446-HP-and-Girl-Rising-Celebrate-International-Day-of-the-Girl-with-12-Stories-of-Empowerment-from-Around-the-Globe,Press Release,"October 11, 2018",,Implicit,,Nigeria
184,HP Inc.,4,HP and Girl Rising Celebrate International Day of the Girl with 12 Stories of Empowerment from Around the Glo,http://www.csrwire.com/press_releases/41446-HP-and-Girl-Rising-Celebrate-International-Day-of-the-Girl-with-12-Stories-of-Empowerment-from-Around-the-Globe,Press Release,"October 11, 2018",,Implicit,,Uganda
185,HP Inc.,4,HP and Girl Rising Celebrate International Day of the Girl with 12 Stories of Empowerment from Around the Glo,http://www.csrwire.com/press_releases/41446-HP-and-Girl-Rising-Celebrate-International-Day-of-the-Girl-with-12-Stories-of-Empowerment-from-Around-the-Globe,Press Release,"October 11, 2018",,Implicit,,DRC
186,HP Inc.,4,HP and Girl Rising Celebrate International Day of the Girl with 12 Stories of Empowerment from Around the Glo,http://www.csrwire.com/press_releases/41446-HP-and-Girl-Rising-Celebrate-International-Day-of-the-Girl-with-12-Stories-of-Empowerment-from-Around-the-Globe,Press Release,"October 11, 2018",,Implicit,,Afghanistan
187,HP Inc.,4,2017 Sustainable Impact Report,http://h20195.www2.hp.com/V2/GetDocument.aspx?docname=c05968415,PDF,,,Explicit,,nan
188,HP Inc.,5,2017 Sustainable Impact Report,http://h20195.www2.hp.com/V2/GetDocument.aspx?docname=c05968415,PDF,,,Explicit,,nan
189,HP Inc.,8,2017 Sustainable Impact Report,http://h20195.www2.hp.com/V2/GetDocument.aspx?docname=c05968415,PDF,,,Explicit,,nan
190,HP Inc.,10,2017 Sustainable Impact Report,http://h20195.www2.hp.com/V2/GetDocument.aspx?docname=c05968415,PDF,,,Explicit,,nan
191,HP Inc.,11,2017 Sustainable Impact Report,http://h20195.www2.hp.com/V2/GetDocument.aspx?docname=c05968415,PDF,,,Explicit,,nan
192,HP Inc.,12,2017 Sustainable Impact Report,http://h20195.www2.hp.com/V2/GetDocument.aspx?docname=c05968415,PDF,,,Explicit,,nan
193,HP Inc.,13,2017 Sustainable Impact Report,http://h20195.www2.hp.com/V2/GetDocument.aspx?docname=c05968415,PDF,,,Explicit,,nan
194,HR Solutions Partners,0,,,,,,,,nan
195,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",United States
196,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Australia
197,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",India
198,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Guatemala
199,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Kenya
200,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Madagascar
201,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Borneo
202,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Brazil
203,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Zimbabwe
204,Intuit,4,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Sierra Leone
205,Intuit,13,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",United States
206,Intuit,13,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Australia
207,Intuit,13,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",India
208,Intuit,13,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Guatemala
209,Intuit,13,Intuit Corporate Social Responsbility Report,https://www.intuit.com/content/dam/intuit/intuitcom/documents/company/intuit-csr-report-2018.pdf,PDF,,,Implicit,"""Intuit supports the Learning for Life program, focused on improving educational outcomes for disadvantaged young Australians."" "" Projects include clean cook
stoves in India, Guatemala and Kenya, and community–based
forest preservation projects in Madagascar, Borneo, Brazil,
Zimbabwe and Sierra Leone""",Kenya
